FH,SH,TH,DY,Fb,OH,UP,DK,DJ,class
-0.142857,-0.684211,-1,-1,-0.977891,0.919897,0.88796,0.891401,0.870808,virus
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,-0.037299,0.999621,-1,0.998945,virus
0.2,-0.714286,0,0,-0.995803,-0.258312,0.938281,-1,0.797202,virus
-0.714286,-0.684211,-1,-1,-0.996599,-0.771045,-1,0.89237,0.869255,virus
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,-0.046439,0.999611,-1,0.997394,virus
-0.714286,-0.894737,-0.8,-0.833333,-0.992347,-0.298409,0.984466,0.703557,0.882056,virus
-0.6,-0.714286,0,0,-0.966422,-0.510476,0.992234,-1,0.973612,virus
-1,-0.789474,-1,-1,-0.995748,-0.458179,-1,0.914701,0.894951,virus
0.142857,-0.368421,-1,-1,-0.991497,-0.359449,-1,0.984304,0.97396,virus
-0.714286,-0.789474,-0.6,-0.666667,-0.988095,-0.244156,0.974211,0.385862,0.680133,no-virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.679873,0.999073,-0.547406,0.992479,virus
-1,-0.684211,-0.6,-0.666667,-0.997449,0.395334,0.944506,-0.548588,0.928666,virus
-1,-0.428571,-0.5,-0.5,-0.989507,-0.25045,0.976525,-1,0.927598,virus
-1,0.142857,-0.25,-0.25,-0.991606,-0.358255,0.999315,-0.115292,0.980734,virus
-0.6,-0.714286,0,0,-0.972718,-0.495428,0.993319,-1,0.971143,virus
-1,-0.684211,-0.4,-0.5,-0.993197,-0.241254,0.999074,-1,0.997632,virus
-0.142857,-0.789474,-1,-1,-0.980442,0.939916,-1,0.668351,0.606165,no-virus
0.6,-0.428571,-1,-1,-0.993704,-0.369106,0.996724,0.903415,0.69133,no-virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.678341,0.999641,-0.54929,0.997986,virus
-1,-0.428571,-0.5,-0.5,-0.989507,-0.266073,0.678299,-1,-0.011835,no-virus
-0.6,-0.142857,0.75,0.75,-0.985309,-0.402068,0.979594,-1,0.926537,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.682408,0.999576,-0.547406,0.993812,virus
-0.714286,-0.789474,0,-0.166667,-0.993197,-0.528099,0.939652,-1,0.924166,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.685225,0.998941,-0.54929,0.988484,virus
-1,-0.789474,-0.6,-0.666667,-0.997449,0.461399,0.999615,-1,0.995996,virus
-1,-0.789474,-0.6,-0.666667,-0.997449,0.493229,0.985841,-1,0.982289,virus
-0.714286,-0.789474,0,-0.166667,-0.992347,-0.467403,0.96954,-1,0.959998,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.678832,0.9999,-0.547406,0.998425,virus
1,-0.142857,-1,-1,-0.993704,-0.284968,-1,0.888306,0.644757,no-virus
-1,-0.789474,-1,-1,-0.997449,0.28123,-1,0.999421,0.998823,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.674343,0.999098,-0.547406,0.993458,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.677951,0.99975,-0.547406,0.99589,virus
-0.142857,-1,-0.4,-0.5,-0.991497,-0.367623,0.935223,-1,0.910013,virus
-1,-0.684211,-0.6,-0.666667,-0.997449,0.384047,0.948986,-0.550278,0.934312,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.677583,0.998867,-0.54929,0.988139,virus
-1,-0.789474,-1,-1,-0.997449,0.218925,-1,0.966963,0.938898,virus
-0.714286,-0.789474,-0.6,-0.666667,-0.988946,-0.272744,0.944079,0.143699,0.837418,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.678549,0.999693,-0.54929,0.997447,virus
0.6,-0.714286,-0.75,-0.5,-0.895068,-0.633137,0.952802,0.060199,0.865617,virus
-1,-0.684211,-0.4,-0.5,-0.993197,-0.241254,0.999074,-1,0.997764,virus
-0.142857,-0.789474,-1,-1,-0.990646,0.041582,-1,0.62,0.543931,no-virus
-1,-0.894737,-1,-1,-0.997449,0.272836,-1,0.983805,0.980684,virus
-1,-0.684211,0.2,0,-0.993197,-0.245916,0.974143,-1,0.926567,virus
-1,-0.894737,-1,-1,-0.997449,0.233949,-1,0.955866,0.926036,virus
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,-0.046439,0.999611,-1,0.99839,virus
-1,-0.684211,-0.6,-0.666667,-0.995748,-0.09874,0.565169,-0.717623,0.449492,no-virus
-1,-0.894737,-1,-1,-0.997449,-0.31852,-1,0.956404,0.944539,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.687228,0.998643,-0.547406,0.923525,virus
-0.714286,-0.684211,-1,-1,-1,0.100473,-1,0.996101,0.991484,virus
-1,-0.894737,-0.4,-0.5,-0.994898,-0.163708,0.9988,0.917226,0.992845,virus
-0.714286,-0.684211,-1,-1,-0.995748,-0.282736,0.629943,0.642171,0.866203,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.682384,0.999236,-0.551174,0.993631,virus
-0.428571,-1,-0.6,-0.666667,-1,-0.412658,0.928992,-1,0.862225,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.680415,0.998892,-0.547406,0.992575,virus
-1,-0.684211,-0.6,-0.666667,-0.997449,0.397835,0.948898,-0.548588,0.935245,virus
-1,-0.684211,-0.4,-0.5,-0.993197,-0.241254,0.999074,-1,0.997486,virus
-0.6,-0.428571,-0.5,-0.5,-0.974816,-0.429306,0.940883,0.405173,-0.460774,no-virus
-0.6,0.142857,0,0,-1,-0.371441,0.990957,-0.77773,0.967537,virus
0.2,-0.714286,0,0,-0.995803,-0.289568,0.938207,-1,0.796371,virus
-1,-0.789474,-1,-1,-0.997449,0.269,-1,0.999667,0.999244,virus
-0.6,0.142857,0,0,-1,-0.342667,0.999163,-0.77773,0.992753,virus
0.2,-0.714286,0,0,-0.995803,-0.061629,0.769281,-1,0.284212,no-virus
-0.714286,-0.789474,-0.6,-0.666667,-0.988946,-0.200621,0.98224,0.05591,0.94462,virus
-1,-0.428571,-0.5,-0.5,-0.989507,-0.260846,0.824486,-1,0.436509,no-virus
-1,-0.789474,-1,-1,-0.997449,0.286395,-1,0.99964,0.999247,virus
0.142857,-0.578947,-1,-1,-0.997449,-0.403652,-1,0.996468,0.994429,virus
-1,-0.789474,-0.6,-0.666667,-0.990646,-0.397285,0.995626,-1,0.991456,virus
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.782894,virus
-0.2,-1,-0.75,-0.75,-0.993704,-0.662139,0.999549,-0.02638,0.993672,virus
0.2,-1,-0.75,-0.75,-0.993704,-0.704091,0.996139,0.302686,0.211682,no-virus
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,0.280344,0.981635,-1,0.977382,virus
-1,-0.894737,-0.8,-0.833333,-0.997449,-0.668039,-0.777769,0.97521,0.984956,virus
-1,-0.684211,-0.6,-0.666667,-0.983843,-0.385147,0.9784,0.038651,0.943088,virus
-0.714286,-0.894737,-0.8,-0.833333,-0.992347,-0.442633,0.772586,0.362676,0.248207,no-virus
0.2,-0.714286,-0.75,-0.75,-0.987408,-0.234501,0.972088,0.435683,-0.0797,no-virus
-0.714286,-0.894737,-0.8,-0.833333,-0.994048,-0.577175,0.039661,0.991288,0.948032,virus
-0.142857,-1,-1,-1,-0.991497,-0.318811,-1,0.965155,0.950929,virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.416007,0.257956,-1,0.114264,no-virus
-1,-0.789474,-1,-1,-0.997449,0.282753,-1,0.999067,0.997633,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.683564,0.999367,-0.547406,0.989573,virus
-1,-0.428571,-0.5,-0.5,-0.989507,-0.256457,0.915908,-1,0.731544,no-virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.424104,0.983542,-1,0.967461,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.67798,0.998525,-0.547406,0.785099,virus
-1,-0.684211,-0.6,-0.666667,-0.991497,-0.299742,0.948936,-0.03861,0.851843,virus
0.142857,-1,-1,-0.833333,-0.895408,-0.901806,0.597204,0.141138,0.692378,no-virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.683281,0.999545,-0.547406,0.994957,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.684505,0.999436,-0.547406,0.943211,virus
-1,-0.142857,-1,-1,-0.989507,-0.456423,-1,0.980832,0.901453,virus
-0.2,-1,-1,-1,-0.993704,-0.900007,-1,0.959503,0.819492,virus
-1,-0.894737,-0.4,-0.5,-0.998299,-0.283183,0.999197,-0.460778,0.993436,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.688091,0.999346,-0.547406,0.973914,virus
-1,-0.714286,-0.5,-0.5,-0.976915,-0.398597,0.981168,-0.027069,0.861244,virus
0.2,-0.142857,-0.75,-0.75,-0.987408,-0.375576,0.63888,0.952061,0.941469,virus
-1,-0.142857,-0.5,-0.5,-0.989507,-0.428474,0.981825,-0.460673,0.927874,virus
-0.6,-0.714286,-0.5,-0.5,-0.991606,-0.681659,0.991628,0.51986,0.709951,no-virus
-0.142857,-0.789474,-1,-1,-0.995748,-0.269008,-1,0.994724,0.984259,virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.421885,0.998476,-1,0.984523,virus
-0.142857,-1,-1,-1,-0.991497,-0.317572,-1,0.968826,0.946578,virus
-1,-0.428571,-1,-1,-0.993704,0.043777,-1,0.933007,0.785657,virus
-0.6,-0.714286,0.25,0.25,-0.966422,-0.477883,0.993068,-1,0.919617,virus
-1,-0.789474,-0.6,-0.666667,-0.995748,-0.016575,0.650539,-1,0.566628,no-virus
0.2,-0.714286,-0.75,-0.75,-0.987408,-0.146956,0.98652,0.493305,0.451992,no-virus
-0.428571,-0.789474,-1,-1,-0.996599,-0.574264,-1,0.998851,0.997417,virus
-1,-0.894737,-1,-1,-0.997449,0.309074,-1,0.961049,0.95309,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.686714,0.999651,-0.54929,0.995581,virus
-1,-0.789474,-1,-1,-0.997449,0.284825,-1,0.999479,0.998822,virus
-0.2,-1,-1,-1,-0.993704,-0.900135,-1,0.956723,0.795047,virus
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.779101,no-virus
-1,-0.142857,-0.25,-0.25,-0.983211,-0.469906,0.997016,-1,0.976787,virus
-0.142857,-0.894737,-1,-0.833333,-0.995748,-0.231205,0.998409,-0.777773,0.997022,virus
-1,-0.684211,0.4,0.166667,-0.991497,-0.215474,0.994622,-0.777773,0.990217,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.683334,0.999504,-0.547406,0.984488,virus
0.6,-0.142857,-0.25,-0.25,-0.991606,-0.301244,0.983422,0.972817,0.932079,virus
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.780461,no-virus
-1,-0.789474,0.4,0.166667,-0.991497,-0.251365,0.994622,-1,0.990168,virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.39048,0.99913,-1,0.981421,virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.39259,0.99913,-1,0.996441,virus
0.2,-0.714286,0,0,-0.995803,-0.883338,0.792155,-1,0.304564,no-virus
-1,-0.789474,-1,-1,-0.997449,0.27912,-1,0.99943,0.998484,virus
-0.714286,-0.789474,-0.6,-0.666667,-0.991497,-0.520867,0.975776,0.338758,0.998802,virus
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.7795,no-virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.681947,0.999616,-0.547406,0.931195,virus
-0.714286,-0.684211,-1,-1,-0.997449,-0.327808,-1,0.777105,0.721325,no-virus
0.142857,-1,-1,-0.833333,-0.895408,-0.903561,0.597204,0.281278,0.789617,virus
0.142857,-0.368421,-1,-1,-0.991497,-0.369088,-1,0.978634,0.966153,virus
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.782935,virus
-0.142857,-1,-1,-1,-0.991497,-0.317572,-1,0.983595,0.955004,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.683175,0.986146,-0.547406,0.982357,virus
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,-0.024279,0.999513,-1,0.998622,virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.424104,0.983542,-1,0.965115,virus
-0.428571,-0.789474,-0.6,-0.666667,-0.997449,-0.294112,0.998102,0.988363,0.99503,virus
-1,-0.894737,-1,-1,-0.995748,-0.401835,-1,0.995304,0.982494,virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.26257,0.994351,-1,0.985626,virus
-1,-0.684211,-0.6,-0.666667,-0.994048,-0.350872,0.968053,-0.272588,0.786849,virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.427503,0.983019,-1,0.966338,virus
-1,-0.789474,-1,-1,-0.997449,0.284632,-1,0.999629,0.9992,virus
0.142857,-1,-1,-0.833333,-0.895408,-0.904319,0.597204,0.15386,0.677956,no-virus
-1,-0.684211,-0.8,-0.666667,-0.995748,0.217368,0.657423,0.627719,0.593333,no-virus
-1,-0.789474,-0.6,-0.666667,-0.990646,-0.402999,0.995556,-1,0.991072,virus
-1,-0.789474,-0.6,-0.666667,-0.995748,0.123572,0.572172,-1,0.480466,no-virus
-1,-0.789474,-0.6,-0.666667,-0.995748,0.174555,0.820645,-1,0.779468,no-virus
-1,-0.684211,-0.6,-0.666667,-0.995748,0.029495,0.927981,-0.731,0.906089,virus
-1,-0.684211,-0.6,-0.666667,-0.997449,0.375173,0.945504,-0.548714,0.926524,virus
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,0.052818,0.973576,-1,0.967644,virus
-0.714286,-0.789474,-0.6,-0.666667,-0.990646,-0.305902,0.940421,0.428577,0.498964,no-virus
0.2,-0.714286,0,0,-0.995803,-0.216567,0.89009,-1,0.648105,no-virus
-0.142857,-0.894737,-0.6,-0.666667,-0.997449,-0.302709,0.999874,0.998219,0.99937,virus
-1,-0.684211,0.2,0,-0.993197,-0.245916,0.974143,-1,0.951686,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.682384,0.999159,-0.551174,0.993118,virus
-1,-0.142857,-0.25,-0.25,-0.979014,-0.455516,0.994638,-1,0.956175,virus
-0.714286,-0.789474,-0.6,-0.666667,-0.988095,0.211596,0.976896,0.11058,0.925542,virus
-0.142857,-0.894737,-1,-1,-0.995748,-0.235481,-1,0.978943,0.9466,virus
-1,-0.684211,-0.6,-0.666667,-0.997449,0.357153,0.944629,-0.561545,0.927361,virus
-0.142857,-0.789474,-0.8,-0.666667,-0.998299,-0.286132,0.999675,0.991964,0.994805,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.688416,0.998054,-0.547406,0.987028,virus
-1,-0.789474,-1,-1,-0.997449,0.329794,-1,0.946383,0.934572,virus
-0.6,-0.142857,-0.75,-0.75,-0.979014,-0.547358,-0.777775,0.946365,0.7648,no-virus
0.142857,-1,-1,-0.833333,-0.895408,-0.902131,0.597204,0.079524,0.883603,virus
-1,-0.142857,-0.25,-0.25,-0.979014,-0.455516,0.994638,-1,0.966779,virus
-1,0.714286,0.5,0.5,-0.951731,-0.287466,0.734755,-1,0.177873,no-virus
-1,-0.684211,-0.6,-0.666667,-0.994048,-0.350872,0.968053,-0.272588,0.759668,no-virus
-1,-0.684211,-0.6,-0.666667,-0.997449,0.391761,0.95382,-0.561375,0.925967,virus
-1,0.714286,0.5,0.5,-0.951731,-0.320709,0.862031,-1,0.549497,no-virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.685249,0.999634,-0.547406,0.994053,virus
-1,-0.473684,-1,-1,-0.993197,-0.148076,-1,0.926017,0.889302,virus
-0.6,-0.142857,-0.75,-0.75,-0.979014,-0.548971,-0.777775,0.946365,0.769588,no-virus
-1,-0.789474,-1,-1,-0.997449,0.28145,-1,0.999392,0.998542,virus
-1,-0.789474,-0.6,-0.666667,-0.990646,-0.402999,0.995441,-1,0.99107,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.687906,0.998735,-0.547406,0.989928,virus
-0.6,0.142857,0,0,-1,0.396884,0.988507,-0.77773,0.952301,virus
-0.714286,-0.789474,-0.6,-0.666667,-0.992347,-0.525242,0.966117,-0.242314,0.864438,virus
0.2,-0.714286,0,0,-0.995803,-0.425868,0.902421,-1,0.691855,no-virus
-1,0.714286,0.5,0.5,-0.951731,-0.164898,0.595332,-1,-0.256021,no-virus
-1,-0.789474,-0.6,-0.666667,-0.995748,-0.016366,0.803359,-1,0.755725,no-virus
-1,-0.428571,-1,-1,-0.993704,-0.002804,-1,0.663279,-0.060447,no-virus
-0.714286,-0.684211,-1,-1,-0.997449,-0.199854,-1,0.983329,0.977238,virus
-0.714286,-0.789474,-1,-1,-0.995748,-0.278907,-1,0.972437,0.960111,virus
-0.142857,-0.789474,-1,-1,-0.988946,0.078895,-1,0.628294,0.548066,no-virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.280443,0.984382,-1,0.97669,virus
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.783042,virus
-1,-0.714286,-0.25,-0.25,-0.979014,-0.471335,0.996646,-1,0.964064,virus
-1,-0.789474,-1,-1,-0.997449,0.291323,-1,0.999663,0.999281,virus
-0.142857,-0.578947,-0.6,-0.5,-0.886905,-0.881265,0.476561,0.896132,0.682612,no-virus
-1,-0.894737,0.8,0.5,-0.991497,-0.178259,0.992726,-1,0.989907,virus
-1,0.142857,0,0,-0.981112,-0.431873,0.941829,-1,0.939119,virus
0.2,-0.428571,0.25,0.25,-0.987408,-0.387284,0.987868,-1,0.930736,virus
-0.714286,-0.789474,0,-0.166667,-0.992347,-0.47061,0.946953,-1,0.933509,virus
-0.142857,-0.894737,-0.6,-0.5,-0.998299,-0.324022,0.999579,0.99611,0.994529,virus
-0.142857,-0.684211,-1,-1,-0.988095,-0.19171,-1,0.763394,0.717745,no-virus
-0.6,-0.714286,-0.75,-0.75,-0.993704,-0.696964,-0.777775,0.963008,0.943107,virus
-0.714286,-0.684211,-1,-1,-0.997449,-0.457441,-1,0.999498,0.999056,virus
-0.142857,-1,-1,-0.666667,-0.997449,-0.713074,0.28685,-0.312453,0.880913,virus
-0.714286,-0.789474,-0.8,-0.833333,-0.992347,-0.553203,0.977215,0.905243,0.947589,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.682072,0.999305,-0.54929,0.994028,virus
-1,-0.789474,-1,-1,-0.997449,0.288383,-1,0.999521,0.998823,virus
-0.6,-0.714286,-0.75,-0.75,-0.993704,-0.696964,-0.777775,0.963008,0.947625,virus
0.2,-0.714286,0,0,-0.995803,-0.404535,0.9419,-1,0.806823,virus
-0.714286,-0.789474,-0.6,-0.666667,-0.988095,0.207681,0.97686,0.11058,0.925358,virus
-1,-0.714286,-0.25,-0.25,-0.979014,-0.469107,0.995286,-1,0.956125,virus
-0.714286,-0.894737,-0.8,-0.833333,-0.994048,-0.577175,0.059082,0.991288,0.948494,virus
-1,-0.428571,-1,-1,-0.993704,0.027245,-1,0.804629,0.388636,no-virus
0.2,-0.714286,0,0,-0.995803,-0.254958,0.948026,-1,0.827626,virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.38177,0.980896,-1,0.971473,virus
-1,-0.428571,-0.5,-0.5,-1,-0.31226,0.999019,-1,0.991361,virus
-1,-0.789474,-1,-1,-0.997449,0.282728,-1,0.999377,0.998467,virus
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.770227,no-virus
-1,-0.428571,-1,-1,-0.993704,0.04225,-1,0.833317,0.479883,no-virus
0.6,-0.142857,-0.25,-0.25,-0.991606,-0.301625,0.983422,0.972817,0.932073,virus
-1,-0.684211,-0.6,-0.666667,-0.995748,-0.303833,0.976194,-0.416578,0.962749,virus
-0.714286,-0.894737,-0.6,-0.666667,-0.988946,-0.599846,0.997347,-1,0.996464,virus
-1,-0.894737,-1,-1,-0.997449,-0.317461,-1,0.954598,0.942792,virus
-0.714286,-0.894737,-0.8,-0.833333,-0.994048,-0.577175,-0.064892,0.991288,0.946267,virus
-0.142857,-1,-0.8,-0.833333,-0.997449,-0.645847,0.943634,0.99806,0.989984,virus
-1,-0.684211,-0.6,-0.666667,-0.997449,0.389188,0.951827,-0.549581,0.931803,virus
-0.714286,-0.894737,-0.6,-0.666667,-0.991497,-0.612171,0.998179,-1,0.995974,virus
0.2,-0.714286,0,0,-0.995803,-0.259625,0.94903,-1,0.83345,virus
-1,-0.789474,-0.6,-0.666667,-0.995748,0.606152,0.873254,-1,0.849079,virus
-0.2,0.142857,0,0,-1,-0.288898,0.99852,-0.77773,0.995114,virus
-0.2,-1,-1,-1,-0.993704,-0.902715,-1,0.964639,0.839168,virus
-0.142857,-0.684211,-0.8,-0.833333,-0.998299,-0.248202,0.923074,0.994751,0.977896,virus
-1,-0.684211,-0.4,-0.5,-1,0.889171,0.981236,-1,0.988579,virus
-0.6,-0.142857,-0.75,-0.75,-0.979014,-0.548971,-0.777775,0.946365,0.770787,no-virus
-0.714286,-0.894737,-0.6,-0.666667,-0.985544,-0.60319,0.99842,-1,0.9975,virus
-1,-0.578947,-0.2,-0.333333,-0.994048,-0.191025,0.999223,-1,0.997725,virus
-0.6,-0.714286,-0.5,-0.5,-0.991606,-0.690629,0.995003,0.547707,0.828829,virus
-0.714286,-0.894737,-0.6,-0.666667,-0.988946,-0.607516,0.986318,-1,0.979372,virus
-0.142857,-1,-1,-1,-0.991497,-0.317572,0.983474,0.965776,0.951369,virus
-0.6,-0.428571,-1,-1,-0.979014,-0.589128,-1,0.946365,0.240067,no-virus
-0.714286,-0.789474,-0.8,-0.833333,-0.994048,-0.389606,0.983231,0.957996,0.97385,virus
-0.142857,-0.789474,-1,-1,-0.995748,-0.269008,-1,0.994724,0.980883,virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.422232,0.983509,-1,0.969707,virus
-1,0.142857,-0.25,-0.25,-0.989507,-0.410758,0.98106,-0.424718,0.958137,virus
-0.714286,-0.894737,-0.8,-0.833333,-0.994048,-0.568042,-0.04005,0.991288,0.956174,virus
-1,-0.142857,-1,-1,-0.989507,-0.456423,0.998332,0.980832,0.858603,virus
-0.714286,-0.789474,-0.6,-0.666667,-0.988095,-0.206276,0.982068,0.386054,0.773167,no-virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.676111,0.999143,-0.547406,0.752966,no-virus
-1,-0.789474,0.4,0.166667,-0.991497,-0.252215,0.994622,-1,0.990168,virus
-1,-0.789474,0.4,0.166667,-1,-0.25315,0.998857,-1,0.983758,virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.428175,0.998722,-1,0.994321,virus
-0.142857,-0.894737,-0.8,-0.666667,-0.998299,-0.527933,0.999098,0.984373,0.990938,virus
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.780524,no-virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.387877,0.999062,-1,0.990358,virus
-1,-0.142857,-0.25,-0.25,-1,0.225267,0.994773,-1,0.993106,virus
-1,-0.684211,-1,-1,-0.989796,-0.299564,-1,0.975199,0.962311,virus
-0.714286,-0.894737,-1,-1,-0.997449,-0.494856,-1,0.99614,0.995025,virus
-1,-0.789474,-1,-1,-0.997449,-0.410947,-1,0.999286,0.996703,virus
-1,-0.789474,-1,-1,-0.996599,-0.181323,-1,0.992933,0.985365,virus
-0.142857,-0.578947,-0.8,-0.833333,-0.998299,-0.209548,0.922453,0.994985,0.978915,virus
-1,-0.684211,-0.6,-0.666667,-0.997449,0.389188,0.951827,-0.549581,0.934517,virus
0.2,-0.714286,0,0,-0.995803,-0.085846,0.86619,0.249021,0.704591,no-virus
-0.714286,-0.789474,-0.6,-0.666667,-0.985544,-0.190595,0.982721,0.327526,0.870307,virus
-0.142857,-0.894737,-0.6,-0.666667,-0.997449,-0.34482,0.998184,0.993426,0.996635,virus
-0.714286,-0.789474,-0.8,-0.833333,-0.993197,-0.357368,0.983348,0.95902,0.972156,virus
-1,-0.789474,0.4,0.166667,-1,-0.25315,0.98534,-1,0.975541,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.68263,0.998942,-0.547406,0.987316,virus
-0.714286,-0.789474,-0.6,-0.666667,-0.988095,-0.490228,0.97829,0.21575,0.962393,virus
-1,-0.789474,0.4,0.166667,-0.991497,-0.250836,0.994622,-1,0.990167,virus
-1,-0.789474,-1,-1,-0.995748,-0.36435,-1,0.924556,0.906985,virus
-0.6,-0.428571,-0.75,-0.75,-0.991606,-0.411596,0.992254,0.431763,0.122258,no-virus
-0.714286,-0.789474,0.4,0.166667,-0.994048,-0.291889,0.982126,-1,0.976601,virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.39048,0.99913,-1,0.971602,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.679215,0.999387,-0.547406,0.993057,virus
-0.142857,-0.578947,-0.6,-0.5,-0.886905,-0.865283,0.517233,0.898181,0.769248,no-virus
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.779303,no-virus
-0.714286,-0.894737,-0.6,-0.666667,-0.987245,-0.611664,0.992081,-1,0.987057,virus
-1,-0.428571,-0.5,-0.5,-1,-0.336278,0.999297,-1,0.99663,virus
-1,-0.789474,0.4,0.166667,-0.991497,-0.254871,0.994622,-1,0.990169,virus
-1,-0.684211,-0.6,-0.666667,-0.995748,-0.350624,0.902198,-0.442076,0.65013,no-virus
-0.714286,-0.894737,-0.6,-0.666667,-0.987245,-0.595573,0.995703,0.188151,0.995325,virus
-0.6,-0.714286,-0.5,-0.5,-0.991606,-0.709824,0.995061,0.561765,0.840158,virus
-1,-0.789474,0.4,0.166667,-1,-0.25315,0.998954,-1,0.975068,virus
-1,-0.684211,-0.6,-0.666667,-0.997449,0.367907,0.94523,-0.548714,0.916214,virus
-1,-0.789474,-1,-1,-0.997449,0.283666,0.69356,0.999456,0.998735,virus
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.779314,no-virus
-1,0.142857,-0.25,-0.25,-0.989507,-0.412705,0.981187,-0.424718,0.962866,virus
-1,-0.894737,-1,-1,-0.997449,0.239879,-1,0.963334,0.934902,virus
-0.714286,-0.789474,-0.6,-0.666667,-0.989796,-0.323302,0.969024,0.130141,0.96683,virus
-0.714286,-0.789474,0,-0.166667,-0.992347,-0.472256,0.945566,-1,0.931694,virus
-0.714286,-0.894737,-0.8,-0.833333,-0.977891,0.363298,0.987299,0.813573,0.920159,virus
-0.6,-0.428571,-0.75,-0.75,-0.979014,-0.58879,0.494606,0.977379,0.728567,no-virus
-0.714286,-0.684211,-1,-1,-0.996599,-0.886771,-1,0.93674,0.92186,virus
-1,-0.894737,-1,-1,-0.997449,-0.343197,-1,0.977583,0.973394,virus
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.779631,no-virus
-0.142857,-0.578947,-0.6,-0.5,-0.886905,-0.875483,0.516075,0.90851,0.763767,no-virus
-1,-0.473684,-1,-1,-0.995748,-0.228575,-1,0.993477,0.983883,virus
-1,-0.789474,-1,-1,-0.993197,-0.399275,-1,0.970589,0.958625,virus
-0.714286,-0.894737,-0.8,-0.833333,-0.994048,-0.577175,-0.292617,0.991288,0.929902,virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.36634,0.914993,-1,0.847026,virus
-1,-0.428571,-1,-1,-0.993704,0.002429,-1,0.680313,-0.002208,no-virus
-0.714286,-0.684211,-1,-1,-0.997449,-0.461988,-1,0.996546,0.995257,virus
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,-0.162718,0.99914,-1,0.996754,virus
